"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.00658820902508997,0.00597512280473719,0.00237793299920446,36.0937697961395
"TR",10,0,0,0.00364136138579513,0.00380812959647528,0.00227524048418869,62.4832375348504
