"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,5.98264694056969e-06,6.09147625979814e-06,3.84219132964587e-06,64.2222642889236
"TR",10,0,0,2.39925937583683e-06,1.59061693998589e-06,2.13478833309093e-06,88.9769715850896
