"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000104113295776278,0.000100960466777739,9.30247460254603e-06,8.93495353613189
"TR",10,0,0,0.00011642136623487,0.00011880133111191,8.83317974448967e-06,7.58724968634152
