"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.00209773725904019,0.00212145389451111,0.000131026632526763,6.24609359261293
"TR",10,0,0,0.0022922358613542,0.00230338861406012,0.000110053513769013,4.80114265832994
