"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.00139740250765721,0.0014204133029639,8.34872519651303e-05,5.97445986447378
"TR",10,0,0,0.00130751100334486,0.00129582396486539,6.43453946561613e-05,4.92121247863717
