"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.00270821850469173,0.00276652113444285,0.000137201414085484,5.06611316065509
"TR",10,0,0,0.0029240188535946,0.00290035981339037,0.000134417797729962,4.59702226491178
