"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.00086852161630366,0.000839869694768559,5.65394049301748e-05,6.50984429965035
"TR",10,0,0,0.000809439932324756,0.000811870442243492,4.09111721704992e-05,5.05425671958141
