"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000635427546118427,0.000619930088445343,3.60713633686463e-05,5.67670753164415
"TR",10,0,0,0.000597411070773915,0.000602786299357778,2.62919185114558e-05,4.4009761113727
