"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,6.28661470168243e-05,6.14529536198666e-05,4.29698459489134e-06,6.83513273644935
"TR",10,0,0,7.11779144616422e-05,7.21733941247453e-05,4.6056932773301e-06,6.47067747371569
