"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000610270065487843,0.000607750427764129,2.50170358810189e-05,4.09933852171179
"TR",10,0,0,0.000649421953468472,0.000647462152758096,2.46873232402285e-05,3.80143035023331
