"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,5.44802176914748e-05,5.38666365314976e-05,2.24251082376924e-05,41.1619284722527
"TR",10,0,0,0.000161748634475212,0.000128867058458403,0.000111278749849688,68.7973349578675
