"row.ID","row.m.z","row.retention.time","p_value","statistic","p_adjusted_BH","mean_group1","mean_group2","fold_change","log2_fold_change","significance","label"
868,88.0236506141544,0.502187,0.00582066640781088,40,0.307882617886839,0.00823954249400583,6.17289612506233e-05,0.00749179475626594,-7.06047290832903,"Not Significant","868"
655,97.0288272059363,0.49910513,0.00582066640781088,40,0.307882617886839,0.00010911652250941,2.46696225969074e-06,0.0226085124686593,-5.46699011695494,"Not Significant","655"
9497,102.037651540422,17.037348,0.00582066640781088,0,0.307882617886839,0.000218471199832595,0.000286677873350691,1.31219983947706,0.391987449733235,"Not Significant","9497"
3728,107.070566415356,7.6914015,0.00582066640781088,40,0.307882617886839,0.00031831219024877,0.00019425459457268,0.610264389877323,-0.712493686101922,"Not Significant","3728"
9346,112.018090422615,17.030039,0.00582066640781088,0,0.307882617886839,0.0285026066385118,0.0305963877136987,1.07345928397854,0.10226747120018,"Not Significant","9346"
1827,132.065541854964,0.6468944,0.00582066640781088,40,0.307882617886839,0.00482543419550613,0.000297441144113767,0.0616402860473718,-4.01998263294852,"Not Significant","1827"
6096,132.080703186388,14.908383,0.00582066640781088,0,0.307882617886839,7.32927197101969e-05,8.2743954100683e-05,1.12895188536947,0.174984001418243,"Not Significant","6096"
3726,142.070036507573,7.6910667,0.00582066640781088,40,0.307882617886839,8.66434108507669e-05,3.95286565674163e-05,0.456222304492372,-1.1321911138359,"Not Significant","3726"
3730,163.132752760871,7.691843,0.00582066640781088,40,0.307882617886839,0.00204820057009529,0.00121138172109474,0.591437058841546,-0.757703450800337,"Not Significant","3730"
3729,185.114665665916,7.6914005,0.00582066640781088,40,0.307882617886839,0.00402705551139803,0.00233361524469158,0.579484250486889,-0.787158643410975,"Not Significant","3729"
8967,217.1043757389,16.884148,0.00582066640781088,40,0.307882617886839,0.00239318817427095,0.00153853773748803,0.642882057511724,-0.637374008423141,"Not Significant",NA
3844,269.135540883938,8.223514,0.00582066640781088,0,0.307882617886839,0.000312269024489942,0.000451275747812833,1.44515053502327,0.531219779798626,"Not Significant",NA
3426,476.305995537879,6.438135,0.00582066640781088,0,0.307882617886839,0.00012161629212764,0.000299443033623157,2.46219505943235,1.29994505919381,"Not Significant",NA
3525,503.305622788075,6.7336407,0.00582066640781088,0,0.307882617886839,7.3213420728053e-06,4.41613394661277e-05,6.03186397070046,2.59260389362502,"Not Significant",NA
3509,520.332335171248,6.733861,0.00582066640781088,0,0.307882617886839,8.34583684016278e-05,0.000208553064774108,2.49888739461675,1.3212858918655,"Not Significant",NA
3526,525.287729034938,6.7347555,0.00582066640781088,0,0.307882617886839,1.43567635756198e-05,5.97460277813654e-05,4.16152480791871,2.05711223744266,"Not Significant",NA
3571,547.331974196379,7.0048637,0.00582066640781088,0,0.307882617886839,2.33665398574081e-06,2.35547561936166e-05,10.0805495111202,3.33350238009024,"Not Significant",NA
3572,564.358528682497,7.0053854,0.00582066640781088,0,0.307882617886839,4.27345973066315e-05,0.000121107932042967,2.8339551481903,1.50281692551229,"Not Significant",NA
3678,652.410624576802,7.484337,0.00582066640781088,0,0.307882617886839,6.02284590349227e-06,2.12284960108421e-05,3.52466198720658,1.81748491062839,"Not Significant",NA
5895,170.117394766756,14.895452,0.0088889699439143,1,0.372225616401411,0.00311008200236351,0.00337133706747504,1.08400262916315,0.116368255839418,"Not Significant",NA
4657,300.289237998808,13.270031,0.0088889699439143,1,0.372225616401411,1.02215357080303e-05,2.73987790687339e-05,2.68049536306063,1.42249963941124,"Not Significant",NA
3291,388.253580671575,5.7421603,0.0088889699439143,1,0.372225616401411,0.000301720813029563,0.000685448785434872,2.27179815191506,1.18383465783226,"Not Significant",NA
3319,432.279861846314,6.1082416,0.0088889699439143,1,0.372225616401411,0.000200732325441124,0.000470130250714027,2.34207544639799,1.22778755081396,"Not Significant",NA
3424,459.279290664327,6.437801,0.0088889699439143,1,0.372225616401411,1.84720540206646e-05,6.66407387716493e-05,3.60765179102977,1.8510600970197,"Not Significant",NA
9135,123.091750949893,17.002573,0.0133283287808176,38,0.418592825772551,0.0278740532547279,0.0232776390390897,0.835100615843929,-0.259978065882529,"Not Significant",NA
8864,124.086991819278,16.843054,0.0133283287808176,38,0.418592825772551,0.00627261342991961,0.00446778286583644,0.712268166331701,-0.489507582069467,"Not Significant",NA
9315,140.985422158787,17.02866,0.0133283287808176,2,0.418592825772551,0.00040691814485883,0.000439790783466976,1.0807844010484,0.112078757521868,"Not Significant",NA
4124,227.124975845399,11.283274,0.0133283287808176,38,0.418592825772551,0.000162340213559084,0.000111390946724213,0.686157448497334,-0.543388433791167,"Not Significant",NA
5951,512.415243976402,14.920687,0.0133283287808176,2,0.418592825772551,2.21542308188932e-05,5.293824906818e-05,2.38953225236934,1.25672824028548,"Not Significant",NA
3570,569.313861643057,7.005378,0.0133283287808176,2,0.418592825772551,6.97023610014654e-06,3.64273234902781e-05,5.22612476348,2.38574156658395,"Not Significant",NA
3616,613.339879090398,7.2528853,0.0133283287808176,2,0.418592825772551,6.82607403849524e-07,8.33488366256673e-06,12.2103622310023,3.61003409464912,"Not Significant",NA
5988,634.451609086716,14.949059,0.0133283287808176,2,0.418592825772551,2.38579110650106e-05,4.26926628395523e-05,1.78945519258659,0.83952041956182,"Not Significant",NA
2289,74.0607017673127,0.74392706,0.0196244149766397,37,0.428750805467889,0.00199292438433327,0.00138801157817716,0.696469765279886,-0.521867370097514,"Not Significant",NA
