"sample_name","cluster_order"
"S21_neg.mzML",1
"S39_neg.mzML",2
"S32_neg.mzML",3
"S26_neg.mzML",4
"S27_neg.mzML",5
"S28_neg.mzML",6
"S40_neg.mzML",7
"S22_neg.mzML",8
"S34_neg.mzML",9
"S30_neg.mzML",10
"S23_neg.mzML",11
"S24_neg.mzML",12
"S29_neg.mzML",13
"S37_neg.mzML",14
"S31_neg.mzML",15
"S25_neg.mzML",16
"S35_neg.mzML",17
"S36_neg.mzML",18
"S38_neg.mzML",19
