"sample_name","cluster_order"
"S35_pos.mzML",1
"S38_pos.mzML",2
"S36_pos.mzML",3
"S39_pos.mzML",4
"S26_pos.mzML",5
"S28_pos.mzML",6
"S21_pos.mzML",7
"S27_pos.mzML",8
"S24_pos.mzML",9
"S32_pos.mzML",10
"S30_pos.mzML",11
"S40_pos.mzML",12
"S37_pos.mzML",13
"S22_pos.mzML",14
"S23_pos.mzML",15
"S29_pos.mzML",16
"S31_pos.mzML",17
"S34_pos.mzML",18
